StationID,Station
8571368,"Säriswil, Schulhaus"
8571369,"Säriswil, Wendeplatz"
8571370,"Innerberg BE, Dorf"
8571371,"Herrenschwanden, Mööslimatt"
8571372,Ausserortschwaben
8571373,"Ortschwaben, Gehracher"
8571375,"Ortschwaben, Schützenrain"
8571376,"Ortschwaben, Aetzikofen Abzw."
8571377,"Meikirch, Gassacker"
8571378,"Meikirch, Käserei"
8571379,"Meikirch, Feld"
8571380,"Winterswil, Abzw."
8571381,"Saurenhorn, Abzw."
8571382,"Baggwil, Graben"
8571383,"Baggwil, Dorf"
8571384,"Kirchlindach, Heimenhaus"
8571385,"Kirchlindach, Jetzikofenstr."
8571386,"Kirchlindach, Friedhof"
8571387,"Zollikofen, Webergutstrasse"
8571389,"Zollikofen, Schäferei"
8571390,"Zollikofen, Blindenschule"
8571391,"Zollikofen, Wydacker"
8571392,"Zollikofen, Bahnhof"
8571393,"Bern, Eigerplatz"
8571394,"Bern, Weissenbühl Tram-Endst."
8571395,"Wabern, Tram-Endstation"
8571397,"Kehrsatz, Rössli"
8571398,"Kehrsatz, Bahnhof"
8571399,"Kühlewil, Heim"
8571400,"Englisberg, Eichholzacker"
8571401,"Bütschel, Gschneit"
8571402,"Rüeggisberg, Than"
8571403,"Rüeggisberg, Gemeindehaus"
8571404,"Rüeggisberg, Mättiwil"
8571405,"Rüeggisberg, Tromwil"
8571407,"Riggisberg, Hasli"
8571408,"Zimmerwald, Kirche"
8571409,"Riggisberg, Abegg-Stiftung"
8571412,"Liebefeld, Hessstrasse"
8571413,"Köniz, Brühlplatz"
8571414,"Köniz, Zentrum"
8571415,"Köniz, Schloss"
8571416,"Zimmerwald, Budelkehr"
8571417,"Schliern, Muhlernstrasse"
8571418,"Gasel, Schlatt"
8571419,"Oberscherli, Dorf"
8571420,"Oberscherli, Scherliau"
8571421,"Oberscherli, Leimen"
8571422,"Niedermuhlern, Käserei"
8571423,"Oberbalm, Bach"
8571424,"Niedermuhlern, Bachmühle"
8571425,"Bütschel, Abzw."
8571429,"Toffen, Breitlohn"
8571430,"Kaufdorf, Lochpinte"
8571431,"Rümligen, Kettenschmiede"
8571432,"Rüti b. R'berg, Laas"
8571433,Oberer Gurnigel
8571434,"Gurnigel, Stierenhütte"
8571435,"Bethlehem b. Bern, Holenacker"
8571436,"Bümpliz, Bachmätteli"
8571438,"Bern, Niederbottigen"
8571439,"Oberbottigen, Chäs und Brot"
8571440,"Oberbottigen, Flühli"
8571442,"Frauenkappelen, Chrüzhubel"
8571443,"Frauenkappelen, Hübeli"
8571444,"Frauenkappelen, Chrummacher"
8571445,"Frauenkappelen, Längägerten"
8571447,Heggidorn
8571448,"Allenlüften, Dorf"
8571449,Mauss
8571450,Trüllern bei Mühleberg
8571451,"Gümmenen, Stutz"
8571452,"Gümmenen, Dorf"
8571453,"Gümmenen, Bahnhof"
8571455,"Mühleberg, Dällenbach"
8571456,"Mühleberg, Dorf"
8571457,"Mühleberg, Säge"
8571458,Buttenried
8571459,"Fuchsenried, Mühlebergwerk"
8571460,Oberei b. Mühleberg
8571461,"Büetigen, Ausserdorf"
8571462,"Diessbach bei Büren, Friedhof"
8571463,"Diessbach bei Büren, Gäu"
8571464,"Ammerzwil BE, Unterdorf"
8571465,"Grossaffoltern, Reuenberg"
8571466,"Grossaffoltern, Unterdorf"
8571467,"Vorimholz, Hof Aeschwald"
8571468,Waltwil
8571470,"Münchenbuchsee, Dorf"
8571471,"Rapperswil BE, Schönbrunnen"
8571472,"Lätti, Dorf"
8571473,"Rapperswil BE, Ziegelei"
8571474,"Schnottwil, Kreuzstrasse"
8571475,"Schnottwil, Kappeli"
8571476,"Oberwil b. Büren, Bad"
8571477,"Oberwil b. Büren, Dorf"
8571478,"Büren an der Aare, Oberbüren"
8571479,"Büren an der Aare, Bahnhof"
8571480,"Lohn-Lüterkofen, Bahnhof"
8571481,"Lüterkofen, Dorf"
8571482,"Ichertswil, alte Post"
8571483,"Tscheppach, Post"
8571484,"Hessigkofen, Post"
8571485,"Bibern SO, Post"
8571486,"Gossliwil, Dorf"
8571487,"Küttigkofen, Bismarck"
8571489,"Küttigkofen, Schulhaus"
8571491,"Buchegg, Post"
8571492,"Brügglen SO, alte Post"
8571493,"Brügglen SO,Ochsenbeinschmiede"
8571494,"Mühledorf SO, Sternen"
8571496,"Aetigkofen, Dorf"
8571497,"Gächliwil, alte Post"
8571498,"Gächliwil, Wendeplatz"
8571501,"Lüterswil, Dorf"
8571502,"Biezwil, Dorf"
8571503,"Biezwil, Ausserdorf"
8571504,"Schnottwil, Oberdorf"
8571505,"Utzenstorf, Poststrasse"
8571506,"Utzenstorf, Mösli"
8571507,"Bätterkinden, Kreuz"
8571508,"Bätterkinden, Bahnhof"
8571509,"Limpach, Vorimholz"
8571510,"Messen, Ischbad"
8571511,"Messen, Gemeindehaus"
8571513,"Jegenstorf, Bahnhof"
8571514,"Jegenstorf, Risere"
8571515,"Iffwil, Spritzenhaus"
8571516,"Iffwil, Moosgasse"
8571517,"Etzelkofen, Oberdorf"
8571518,"Aetingen, Fröscheren"
8571519,"Brittern, Wirtschaft"
8571520,"Messen, Eichholz"
8571521,"Ins, Bahnhof"
8571522,"Ins, Brennerei"
8571523,"Vinelz, Flachsern"
8571524,"Erlach, Gostel"
8571525,"Erlach, unter den Halden"
8571526,"Gals, Neuhaus"
8571527,"Gals, Gemeindehaus"
8571528,"Hasle-Rüegsau, Bahnhof"
8571529,"Rüegsauschachen, Zentrum"
8571530,"Rüegsau, Weghaus"
8571531,"Rüegsbach, Bachhaus"
8571532,Vorderrinderbach
8571533,"Rüegsbach, Britternneumatt"
8571535,"Affoltern i.E., Bannholz"
8571536,"Affoltern i.E., Dorf"
8571537,"Affoltern-Weier, Bahnhof"
8571538,"Grünenmatt, Bahnhof"
8571539,"Grünenmatt, Ramisberg"
8571540,"Heimisbach, Furlimatt"
8571541,"Heimisbach, Steckshaus"
8571542,"Heimisbach, Wagnershaus"
8571543,"Heimisbach, Sternen"
8571544,"Heimisbach, Krummholzbad"
8571545,"Heimisbach, Thal"
8571546,"Kleindietwil, Post"
8571549,"Ursenbach, Post"
8571552,"Oeschenbach, Bleuen"
8571554,"Walterswil BE, Mühleweg"
8571555,"Walterswil BE, Gassenwald"
8571559,"Walterswil BE, Dorf"
8571562,"Huttwil, Schwimmbad"
8571563,"Huttwil, Weieracker"
8571564,"Gondiswil, Haltestelle"
8571565,"Gondiswil, Hünigen"
8571566,"Gondiswil, Gemeindehaus"
8571567,"Huttwil, Fiechtenstrasse"
8571569,"Huttwil, Alterssiedlung"
8571570,"Wyssachen, Mösli"
8571575,"Huttwil, Bahnhof"
8571576,"Brünig-Hasliberg, Bahnhof"
8571577,"Hasliberg Hohfluh, Bodemli"
8571578,"Hasliberg Hohfluh, Dorf"
8571579,"Hasliberg Goldern, Gletscherb."
8571580,"Hasliberg Goldern, Urseni"
8571581,"Meiringen, Bahnhof"
8571582,"Willigen, Dorf"
8571583,Lammi
8571584,Mettli
8571585,"Geissholz, Hori"
8571586,Schwendiwald
8571587,Zwirgi
8571588,Bühl-Oberzwirgi
8571589,Gschwandtenmaad
8571590,"Rosenlaui, Gletscherschlucht"
8571591,Broch
8571592,"Meiringen, Gesundheitszentrum"
8571593,"Balm b. Meiringen, Dorf"
8571594,"Aareschlucht, Ost"
8571595,"Innertkirchen, Winkel"
8571596,"Innertkirchen, Eggi"
8571597,"Innertkirchen, Wiler"
8571598,"Innertkirchen, Hinterflieli"
8571599,"Innertkirchen, Mühletal"
8571600,"Gadmen, Hopflauenen"
8571601,"Nessental, Schwendi"
8571602,"Nessental, Marmorsäge"
8571603,"Nessental, Triftbahn"
8571604,"Gadmen, Schwendibrücke"
8571605,"Gadmen, Fuhren"
8571606,"Gadmen, Saageli"
8571607,"Gadmen, Feldmoos"
8571608,"Innertkirchen, Innere Urweid"
8571609,"Guttannen, Bänzlaui"
8571610,"Guttannen, Boden"
8571611,Räterichsboden
8571612,"Guttannen, Breitwald"
8571613,"Handegg, Kunzentännlein"
8571614,"Innertkirchen, Matten"
8571615,"Innertkirchen, Haberen"
8571616,"Innertkirchen, Wagenkehr"
8571617,"Innertkirchen, Gentalhütten"
8571618,"Innertkirchen, Schwarzental"
8571619,"Innertkirchen, Schütziboden"
8571620,"Münsingen, Bahnhof"
8571621,"Münsingen, Aeschistrasse"
8571622,"Münsingen, Neuhaus"
8571623,"Wichtrach, Dorfplatz"
8571624,"Wichtrach, Käserei"
8571625,"Wichtrach, Bahnhof"
8571626,"Wichtrach, Thalgutstrasse"
8571627,"Gerzensee, Waldegg"
8571628,"Gerzensee, Bären"
8571629,"Mühledorf BE, Rüsch"
8571630,"Gelterfingen, Schulhaus"
8571631,"Belp, Riedli"
8571632,"Belp, Bahnhof"
8571633,"Chur, Oberalpstrasse"
8571635,"Oey-Diemtigen, Bahnhof"
8571636,"Oey, Marktplatz"
8571637,"Horboden, Chollerenbrücke"
8571639,"Schwenden i. D., Weid"
8571640,"Schwenden i.D.,altes Schulhaus"
8571641,"Schwenden i. D., Winteregg"
8571643,"Diemtigen, Talweid"
8571644,"Riedtwil, Bahnhof"
8571648,"Vorderfultigen, Abzw. Egg"
8571649,"Vorderfultigen, Kuhweid"
8571650,"Hinterfultigen, Sonnhalde"
8571651,"Burgistein, Elbschen"
8571652,"Burgistein, Badersmaad"
8571653,"Burgistein, Hohlenwegen"
8571654,"Wattenwil, Postgasse"
8571655,"Wattenwil, Hof"
8571656,"Wattenwil, Alpenblick"
8571657,"Wattenwil, Grundbach"
8571658,"Rüti b. R'berg, Unterplötsch"
8571659,"Rüti b. R'berg, Plötsch"
8571660,"Rüti b. R'berg, Neuhaus"
8571661,"Albligen, Abzw. Harris"
8571662,"Lanzenhäusern, Bahnhof"
8571663,"Lanzenhäusern, Steinhaus"
8571664,"Schwarzenburg, Althaus"
8571665,"Schwarzenburg, Schloss"
8571666,"Schwarzenburg, Brüllen"
8571667,"Schwarzenburg, Waldgasse"
8571668,"Riedstätt, ob dem Wald"
8571669,"Riedstätt, Post"
8571670,"Guggisberg, Kalchstätten"
8571671,"Guggisberg, Sand"
8571672,"Riffenmatt, Giebel"
8571673,"Schwarzenburg, Milkenstrasse"
8571674,"Milken, Hofland"
8571675,"Milken, Zumholz"
8571676,"Milken, Dorf"
8571677,"Milken, Steinern"
8571678,"Riffenmatt, Neuenmatt"
8571679,"Riffenmatt, Schwendi"
8571684,"Chur, Florentini"
8571686,"Kalchstätten, Eigen"
8571687,"Guggisberg, Gehlismatt"
8571688,"Hirschmatt (Guggisberg),Schule"
8571689,"Hirschmatt (Guggisberg), Fall"
8571690,"Hirschmatt (Guggisberg), Allme"
8571691,"Schwarzenburg, Thunstrasse"
8571692,"Mamishaus, Hostatt"
8571693,"Mamishaus, Abzw. Borbezried"
8571694,"Mamishaus, Wengerli"
8571695,"Rüschegg Gambach, Bärenwart"
8571696,"Rüschegg Heubach, Längenboden"
8571697,"Rüschegg Graben, Rütiplötsch"
8571698,"Wislisau, Wirtschaft"
8571700,"Helgisried-Rohrbach, Säge"
8571702,"Helgisried, Lauimatt"
8571703,"Riggisberg, Otzenbach"
8571704,"Mühlethurnen, Adler"
8571705,"Thurnen, Bahnhof"
8571706,"Chur, Fortunastrasse"
8571708,"Thun, Berntor"
8571709,"Chur, Sardona"
8571710,"Chur, Altes Gaswerk"
8571711,"Steffisburg, Erlen"
8571712,"Steffisburg, Schwandenbad"
8571713,"Steffisburg, Fuchsloch"
8571714,"Schwendibach, Stutz"
8571715,"Schwendibach, Käserei"
8571716,"Homberg bei Thun, Hüttacker"
8571717,"Homberg bei Thun, Dreiligasse"
8571718,"Homberg bei Thun, Käserei"
8571719,"Homberg bei Thun, Kreuz"
8571720,"Buchen BE, Schulhaus"
8571721,"Buchen BE, Schmiedsegg"
8571722,"Teuffenthal b.Thun, Burghalten"
8571723,"Worb Dorf, Bahnhof"
8571724,"Worb, Toggenburg"
8571725,"Worb, Bleiche"
8571732,"Utzigen, Wohn- und Pflegeheim"
8571733,"Boll-Utzigen, Bahnhof"
8571734,"Boll-Utzigen, Vorderer Rain"
8571735,"Boll-Utzigen, Rain"
8571736,"Utzigen, Aebnit"
8571737,Utzigen
8571742,"Worb, Lindhalde"
8571743,"Worb, Längmatt"
8571744,"Worb, Filzfabrik"
8571745,Metzgerhüsi
8571746,"Biglen, Biglenrohr"
8571747,"Biglen, Sonne"
8571748,"Biglen, Bahnhof"
8571749,"Biglen, Bären"
8571750,"Arni BE, Walke"
8571751,"Arni BE, Schwendelweg"
8571752,"Landiswil, Hinteregg"
8571753,"Worb, Wyden Schulhaus"
8571754,"Richigen, Lochi"
8571755,"Richigen, Abzw. Lochi"
8571756,"Schlosswil, Kreuz"
8571759,"Grosshöchstetten, Neuhaus"
8571760,"Grosshöchstetten, Bahnhof"
8571761,"Grosshöchstetten, Talacker"
8571762,"Schlosswil, Nest"
8571763,"Schlosswil, Unterführung"
8571764,Ried bei Worb
8571765,"Lützelflüh-Goldbach, Bahnhof"
8571766,"Goldbach BE, Sonnhalde"
8571767,"Schwanden i.E., Aeschli"
8571768,"Landiswil, Bärisbach"
8571769,"Obergoldbach, Längacker"
8571770,"Arni BE, Tanne"
8571771,"Arni BE, Hämlismatt"
8571772,"Wynigen, Bahnhof"
8571776,"Buttes, gare"
8571777,"La Côte-aux-Fées, Les Leuba"
8571778,"La Côte-aux-Fées, Entre-Bolles"
8571779,"La Côte-aux-Fées, Bolles-Vent"
8571780,"La Vraconnaz, Les Rochettes"
8571781,"La Vraconnaz, bif. nord"
8571782,"La Vraconnaz, Noirvaux-Dessus"
8571783,La Chaux-de-Ste-Croix
8571784,"L'Auberson, Vers-chez-Gueissaz"
8571786,"Ste-Croix, Col-des-Etroits"
8571787,"Ste-Croix, poste"
8571788,"Ste-Croix, gare"
8571789,"Colombier NE, Rue de L'Etang"
8571790,"Colombier NE, gir. de la gare"
8571791,"Bôle, sous Le Pré"
8571792,"Bôle, collèges"
8571793,"Bôle, Pierre-à-Sisier"
8571794,"Chambrelien, village"
8571795,"Chambrelien, gare"
8571796,"Chambrelien, La Sauge"
8571797,"Rochefort, Carrefour"
8571798,"Rochefort, école"
8571799,"Rochefort, L'Erable"
8571800,"Le Locle, gare"
8571801,"Le Locle, Lux"
8571802,"Le Locle-Col-des-Roches, gare"
8571803,"Le Locle, cimetière"
8571804,"Le Prévoux, Les Combes"
8571805,"Le Prévoux, Bas Du Prévoux"
8571806,"Le Prévoux, Haut du Prévoux"
8571807,"Le Prévoux, La Soldanelle"
8571808,"Le Prévoux, bif. sur Bétod"
8571809,"Le Cerneux-Péquignot, Le Creux"
8571810,"Le Cerneux-Péquignot, Etages"
8571811,"Le Cerneux-Péquignot, village"
8571812,Le Bas-du-Cerneux
8571813,"Le Cerneux-Péquignot, M-Rochat"
8571814,"Le Cerneux-Péquignot,M-Baillod"
8571815,"Le Cerneux-Péquignot, M-Lidor"
8571816,"La Châtagne, Combe-la Racine"
8571817,"La Châtagne, anc. poste"
8571818,"La Châtagne, Crêt-la Châtagne"
8571819,"Le Cachot, Petit-Cachot"
8571820,"Le Cachot, carrefour"
8571821,"Le Cachot, Fromagerie"
8571822,"La Chaux-du-Milieu, Les Jolys"
8571823,"La Chaux-du-Milieu, La Forge"
8571824,"La Chaux-du-Milieu, Clef-d'Or"
8571825,"La Chaux-du-Milieu, P-Chaux"
8571826,"Le Locle, rue du Midi"
8571827,"Le Locle, La Jaluse"
8571828,"Le Locle, Chemin-Blanc"
8571829,"Le Locle, Les Replattes"
8571830,"Le Locle, La Combe-Jeanneret"
8571831,"Le Locle, Haut-du-Quartier"
8571832,"Le Quartier, La Couronne"
8571833,"Le Quartier, carrefour"
8571834,"La Chaux-du-Milieu, La Gr-Joux"
8571835,"Les Ponts-de-Martel, Molta-De."
8571836,"Les Ponts-de-Martel, Pt-Bois"
8571837,"Les Ponts-de-Martel, rue Pury"
8571838,"Les Ponts-de-Martel, gare"
8571843,"La Tourne, La Mauvaise-Combe"
8571844,"Les Grattes, bif."
8571845,"Corcelles NE, église"
8571846,"Neuchâtel, Les Carrels"
8571847,"Chur, Austrasse"
8571848,"Neuchâtel, écluse"
8571849,"Neuchâtel, gare"
8571855,"Fleurier, collège régional"
8571858,"Boveresse, gare"
8571859,"Boveresse, Prise-Sèche"
8571861,"Les Sagnettes, Chablais"
8571862,"Les Sagnettes, La Roche"
8571863,"Les Sagnettes, anc. poste"
8571864,"Les Sagnettes, bif. Charbonni."
8571865,"Les Sagnettes, ch. Chenailleta"
8571866,"La Brévine, Bois-de-l'Halle"
8571867,"La Brévine, ch. du Baillod"
8571871,"Les Bayards, Petit-Bayard"
8571872,"Les Bayards, Bellevue"
8571873,"Les Bayards, bif Place Jeannin"
8571874,"Le Cernil NE, restaurant"
8571875,"Le Brouillet, bif. les Jordan"
8571876,"Le Brouillet, anc. poste"
8571877,"Le Brouillet, Chez-Petoud"
8571878,"Bémont NE, restaurant"
8571879,"Bémont NE, sur-le-Pont"
8571880,"Les Taillères, restaurant"
8571881,"Les Taillères, Bout du Lac"
8571882,"Les Taillères, Varodes"
8571883,"La Chaux-de-Fonds, Espacité"
8571884,"La Chaux-de-Fonds, Gr Fontaine"
8571885,"La Chaux-de-Fonds, Moulins"
8571886,"La Chaux-de-Fonds, Parc Sports"
8571887,"La Chaux-de-Fonds, Combettes"
8571888,"Chur, Scawoba"
8571889,"La Chaux-de-Fonds, Bassets-Cr"
8571890,"Les Joux-Derrière, restaurant"
8571891,"Les Joux-Derrière, La Grébille"
8571892,"Les Planchettes, Le Dazenet"
8571893,"Les Planchettes, Sur-le-Ring"
8571894,"La Chaux-de-Fonds, Brenetets"
8571895,"Biaufond, Les Avants"
8571896,"La Neuveville, poste"
8571897,"La Neuveville, Les Moulins"
8571898,"La Neuveville, La Main"
8571899,"Prêles, Louvain"
8571900,"Prêles, gare"
8571902,"Prêles, collège"
8571903,"Lamboing, Scierie"
8571904,"Diesse, Chenaux"
8571905,"Nods, bas du village"
8571906,"Le Landeron, gare"
8571907,"Le Landeron, Montet-Dessus"
8571908,"Le Landeron, bif. sur Frochaux"
8571910,"St-Blaise, centre"
8571911,"St-Blaise, gare CFF"
8571912,"St-Blaise, La Goulette"
8571913,"St-Blaise, Voëns"
8571914,"St-Blaise, bif. sur Maley"
8571915,"St-Blaise, bif. sur Frochaux"
8571916,"Enges, village"
8571917,"Enges, collège"
8571918,"Enges, Lordel"
8571919,"Enges, Les Gravereules"
8571920,"Lignières, Le Vallon"
8571921,"Lignières, bif. sur Chasseral"
8571922,"Lignières, Scierie Krieg"
8571923,"Tramelan, gare"
8571924,"Chur, Albula"
8571925,"Tramelan, Chalet"
8571926,"Les Reussilles, gare"
8571927,"Les Reussilles, Les Gérinnes"
8571928,"Les Reussilles, La Chaux"
8571929,"Les Reussilles, bif Montfaucon"
8571930,"Saignelégier, Moulin de Gruère"
8571931,"Saignelégier, Rouges-Terres"
8571932,"Saignelégier, La Neuvevie"
8571933,"Saignelégier, Centre Loisirs"
8571934,"Saignelégier, gare"
8571935,"Les Pommerats, bas du village"
8571936,"Goumois, Belfond"
8571937,"Goumois, Tournant Theusseret"
8571938,"Tavannes, gare"
8571939,"Tavannes, rte de Reconvilier"
8571940,"Le Fuet, poste"
8571941,"Le Fuet, Chemin de la Bottière"
8571942,"Bellelay, Route de Moron"
8571943,"Châtelat, village"
8571944,"Châtelat, bif. sur le Pichoux"
8571945,"Fornet-Dessous, bif. Pré-Piat"
8571946,"Fornet-Dessous, village"
8571947,"Fornet-Dessus, village"
8571948,"Fornet-Dessus, Dos des Laves"
8571949,"Lajoux JU, école"
8571950,"Chur, Gewerbliche Berufschule"
8571951,"Saicourt, poste"
8571952,"Saules BE, poste"
8571953,"Reconvilier, gare"
8571957,"Moutier, gare"
8571959,"Moutier, cimetière"
8571960,"Moutier, La Foule"
8571961,"Perrefitte, Blocs"
8571962,Plain-Fahyn
8571963,Les Ecorcheresses
8571964,"Souboz, village"
8571965,"Delémont, gare"
8571966,"Delémont, Morépont"
8571967,"Delémont, Righi"
8571968,"Delémont, rte de Courroux"
8571969,"Courroux, Les 3 Farine"
8571970,"Courroux, La Forge"
8571971,"Vicques, bas du village"
8571972,"Vicques, Cras de la Velle"
8571973,"Recolaine, Es Montes"
8571974,"Recolaine, Pont de Cran"
8571975,"Courchapoix, bas du village"
8571976,"Courchapoix, village"
8571977,"Corban, bas du village"
8571978,"Corban, place du 23 juin"
8571979,"Mervelier, scierie"
8571980,"Mervelier, poste"
8571981,"Montsevelier, village"
8571982,"Delémont, Av. de la gare"
8571983,"Delémont, Le Ticle"
8571984,"Delémont, rte de Bâle"
8571985,"Vermes, bif. Tiergarten"
8571986,"Movelier, Place du 23 Juin"
8571987,"Movelier, haut du village"
8571988,"Ederswiler, Jurastrasse"
8571989,"Roggenburg, Missionskreuz"
8571990,"Courrendlin, centre"
8571991,"Courrendlin, écoles"
8571992,"Choindez, gare"
8571993,"Choindez, La Verrerie"
8571994,"Rebeuvelier, Rest. du Moulin"
8571995,"Rebeuvelier, poste"
8571996,"Delémont, ch. du Puits"
8571997,"Delémont, La Mandchourie"
8571998,"Rossemaison, bas du village"
8571999,"Rossemaison, haut du village"
8572000,"Châtillon JU, haut du village"
8572001,"Delémont, Bellerive"
8572002,"Soyhières, place de la Liberté"
8572003,"Mettembert, bas du village"
8572004,"Mettembert, école"
8572005,"Mettembert, bif. sur Forme"
8572006,"Pleigne, bif. Bürgisberg"
8572007,"Pleigne, Place du 23-Juin"
8572008,"Soyhières, La Combe"
8572009,"Delémont, rue de l'Hôpital"
8572010,"Delémont, rte de Porrentruy"
8572011,"Delémont, La Golatte"
8572012,"Develier, bas du village"
8572013,"Develier, Le Cerf"
8572014,"Develier, Pré au Maire"
8572015,"Develier, dessus"
8572016,"Develier, Claude-Chappuis"
8572017,"Bourrignon, bif. Bürgisberg"
8572018,"Bourrignon, Lotissement"
8572019,"Bourrignon, poste"
8572020,Lucelle
8572021,"Bassecourt, gare"
8572023,"Boécourt, La Monte"
8572024,"Boécourt, collège"
8572025,"Séprais, bas du village"
8572026,"Bassecourt, garage St-Hubert"
8572027,"Bassecourt, bif. sur Glovelier"
8572028,Berlincourt
8572029,"Undervelier, Forges"
8572030,"Undervelier, poste"
8572031,"Undervelier, Corfontaine"
8572032,"Soulce, poste"
8572033,"Soulce, milieu du village"
8572034,"St-Ursanne, gare"
8572035,"St-Ursanne, Le Tillot"
8572036,"St-Ursanne, bif. sur Seleute"
8572037,"St-Ursanne, Chamsat"
8572038,"St-Ursanne, Bellefontaine"
8572039,"Ocourt, Moulin-du-Doubs"
8572040,La Motte
8572041,"Porrentruy, gare"
8572042,"Porrentruy, ville"
8572044,"Porrentruy, bif. de Beaupré"
8572045,"Porrentruy, Haut de la Presse"
8572046,"Porrentruy, Hôpital croisée"
8572047,"Porrentruy, Varandin"
8572048,"Bure, haut du village"
8572050,"Bure, Buratte"
8572051,"Fahy, poids public"
8572052,"Fahy, église"
8572053,"Fahy, douane"
8572054,"Porrentruy, Hôpital entrée"
8572055,"Porrentruy, Belle-Croix"
8572059,"Chevenez, St-Maurice"
8572060,Rocourt
8572061,"Grandfontaine, poste"
8572062,"Grandfontaine, haut du village"
8572063,"Grandfontaine, bas du village"
8572064,"Grandfontaine, bif. Roche d'Or"
8572065,"Réclère, village"
8572067,"Damvant, église"
8572068,"Coeuve, rte de Porrentruy"
8572069,"Coeuve, école"
8572070,"Damphreux, Le Coinat"
8572071,"Lugnez, Union"
8572072,"Lugnez, Rauracienne"
8572073,"Lugnez, Terrain de football"
8572074,"Beurnevésin, poste"
8572075,"Beurnevésin, Couronne"
8572077,"Buix, gare"
8572078,"Porrentruy, Mont Terri"
8572079,"Bressaucourt, bas du village"
8572080,"Bressaucourt, poste"
8572081,"Bressaucourt, Les Brussattes"
8572082,"Fontenais,place de la Fontaine"
8572083,"Fontenais, sur Les Rochets"
8572084,Villars-sur-Fontenais
8572085,"Porrentruy, Rte de Courgenay"
8572086,"Courgenay, Pierre Percée"
8572088,"Courgenay, haut du village"
8572089,"Cornol, bas du village"
8572092,"Fregiécourt, place La Baroche"
8572093,"Pleujouse, bas du village"
8572094,"Asuel, école"
8572095,"Asuel, Maison communale"
8572096,"Alle, poste/gare"
8572097,Miécourt
8572098,Miserez-Dessus
8572099,"Charmoille, anc. poste"
8572100,"Charmoille, village"
8572101,"Charmoille, douane"
8572102,"St-Ursanne, Les Rangiers"
8572103,"Montenol, village"
8572104,"Montenol, Prés-de-Montenol"
8572105,Chez-le-Baron
8572106,"Epauvillers, bif. sur Le Péca"
8572107,"Epauvillers, haut du village"
8572108,"Epiquerez, Montbion"
8572109,Essertfallon
8572110,"Soubey, Chercenay"
8572111,"Chur, Gürtelstrasse"
8572113,"Laufen, Bahnhof"
8572114,"Wahlen b. Laufen, Weiern"
8572115,"Breitenbach, Grien"
8572116,"Breitenbach, Oberdorf"
8572117,"Breitenbach, TCS Rastplatz"
8572118,"Fehren, Steinenbühlhöhe"
8572119,"Meltingen, Meltingerbrücke"
8572120,"Meltingen, Gemeindezentrum"
8572121,"Zullwil, Gilgenberg"
8572122,"Nunningen, Oberkirch"
8572123,"Nunningen, See"
8572125,"Nunningen, Engi"
8572126,"Nunningen, Engimühle"
8572127,"Nunningen, Roderis"
8572128,"Himmelried, vorderer Igraben"
8572129,"Himmelried, Waldeck"
8572130,"Himmelried, Schulhaus"
8572131,"Grellingen, Neutal"
8572132,"Grellingen, Bahnhof"
8572133,"Nunningen, Riseten"
8572134,"Bretzwil, Sabelhöhe"
8572135,"Bretzwil, Oberdorf"
8572136,"Bretzwil, Mühle"
8572137,"Seewen SO, Rechtenberg"
8572138,"Seewen SO, Säge"
8572140,"Seewen SO, Bretzwilerstrasse"
8572141,"Seewen SO, Bödeli"
8572142,"Seewen SO, Seetalhöhe"
8572143,"Laufen, Katholische Kirche"
8572144,"Laufen, Bromberg"
8572145,"Röschenz, Unterdorf"
8572147,"Röschenz, Mühle"
8572148,"Kleinlützel, Schlossfabrik"
8572149,"Kleinlützel, Frohmatt"
8572150,"Kleinlützel, Garage"
8572151,"Kleinlützel, Ziegelscheune"
8572152,"Kleinlützel, Chlösterli"
8572153,"Roggenburg, Neuhus"
8572154,"Roggenburg, Hammerschmitte"
8572155,"Roggenburg, Sägemühle"
8572156,"Roggenburg, Neumühle"
8572157,"Roggenburg, Abzw. Löwenburg"
8572158,"Röschenz, Oberdorf"
8572159,Challhöchi
8572160,"Metzerlen, Felsplatte"
8572161,"Metzerlen, Dorf"
8572162,"Mariastein, Metzerlenstrasse"
8572163,"Flüh, Bahnhof (Bus)"
8572164,"Flüh, Schulhaus"
8572165,"Hofstetten SO, Unterdorf"
8572166,"Mariastein, Abzw. Rotberg"
8572167,"Burg im Leimental, Dorfplatz"
8572168,"Laufen, Wandplattenfabrik"
8572169,"Wahlen b. Laufen, Unterdorf"
8572170,"Wahlen b. Laufen, Traube"
8572171,"Wahlen b. Laufen, Oberdorf"
8572172,"Grindel, Unterdorf"
8572173,"Grindel, Oberdorf"
8572174,"Bärschwil, Oberdorf"
8572175,"Bärschwil, Hölzlirank"
8572176,"Laufen, Ricola/Spilag"
8572177,"Dittingen, Industriezone Ried"
8572178,"Zwingen, Laufenstrasse"
8572179,"Zwingen, Schulhaus"
8572180,"Zwingen, Bahnhof"
8572181,"Brislach, Lärchenweg"
8572182,"Brislach, Unterdorf"
8572183,"Brislach, Oberdorf"
8572184,"Breitenbach, Ebne"
8572185,"Breitenbach, Bandfabrik"
8572186,"Büsserach, Niederfeld"
8572187,"Büsserach, Alte Mühle"
8572188,"Büsserach, Ziegelhütte"
8572189,"Erschwil, St. Benedikt"
